ObjectId,ResponseID,EndDate,Finished,Rate_your_satisfaction_with_thi,Satisfaction_Level,Program,Answered_Question__1_yes__0_no_,Percent_,Fiscal_Year,FY
565,R_2cqlteX5uumGMHA,2017/06/14 07:47:00,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
566,R_2t5sf4YL3VZd0yk,2018/06/26 08:13:59,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
567,R_2CqvzQHfgqUoaBB,2017/06/13 16:54:59,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
568,R_27IQ2M6hjAKekQi,2018/06/29 04:15:59,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
569,R_2t991xPIbNwI6eM,2016/09/13 13:53:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
570,R_2Cr0kJYCGmtiNvm,2017/06/19 06:00:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
571,R_27j0moUXjUoHDBn,2017/06/17 14:00:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
572,R_27jsl6XmBYotDJL,2016/08/30 21:33:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
573,R_27JXUkVLQR2hJud,2017/06/13 12:14:59,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
574,R_27jxUWiMmXqnnQT,2018/06/27 10:54:59,1,1,Very Satisfied,Dance Class,1,,2018/06/30 00:00:00,FY 2018
575,R_27kEP0XfcurCNFn,2017/06/14 05:48:59,1,2,Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
576,R_27OH88J6VZOcdgO,2018/06/26 14:58:59,1,1,Very Satisfied,Adaptive Youth,1,,2018/06/30 00:00:00,FY 2018
577,R_27pa8RFXXJFXjIg,2016/08/30 17:29:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
578,R_27rLjlrpPmpgTof,2017/06/13 13:51:59,1,3,Neutral,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
579,R_27WlrH5s5ybKxOF,2018/06/26 09:04:00,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
580,R_28AuTAbm1OwLb2b,2017/06/16 17:06:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
581,R_28B7lr41bqUcD6r,2017/06/13 20:29:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
582,R_28BrhC1GjCg1CZ6,2018/06/26 11:45:59,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
583,R_28HYsEeNnBZZt0K,2017/06/13 21:01:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
584,R_28IYh41sJbNMgXw,2017/06/13 15:21:59,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
585,R_28Jbnv4V50duqqF,2018/07/04 10:12:00,1,2,Satisfied,Adaptive Adult,1,,2018/06/30 00:00:00,FY 2018
586,R_28Oq1xThU5BECAA,2017/06/14 13:30:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
587,R_28S3Qd30pruMDrU,2016/09/02 21:17:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
588,R_28ToafNLjzTWEVQ,2017/06/13 23:12:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
589,R_28TYuPIl2g8WjWm,2018/05/30 13:31:59,1,3,Neutral,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
590,R_28U4jzIQ6VUJ665,2017/06/13 11:28:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
591,R_28ZhPPRwDa1PRSN,2017/06/14 08:29:00,1,5,Very Dissatisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
592,R_28ZqeRvJJ5DeKQ4,2017/06/13 14:55:59,1,3,Neutral,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
593,R_290TsrJHbhkx2OO,2018/06/26 19:05:00,1,2,Satisfied,Adaptive Youth,1,,2018/06/30 00:00:00,FY 2018
594,R_293OW4nRBYHwfMc,2017/06/13 11:51:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
595,R_294U68JwiTFvzPc,2017/06/21 09:04:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
596,R_29b0WHzfY82Ytyd,2017/06/13 16:01:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
597,R_29gFbHCp9osob64,2017/06/14 08:19:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
598,R_29igrEzlAY8eQiw,2018/06/26 18:36:00,1,2,Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
599,R_29mIQ2jL8DqshhT,2017/06/13 12:14:00,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
600,R_29NHVL5aYkSqbNT,2017/06/13 14:41:00,1,4,Dissatisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
601,R_29nXEHJo0qTD5mc,2017/06/13 11:57:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
602,R_29tfmCYlz29ZRkx,2018/06/26 16:47:00,1,1,Very Satisfied,Adaptive Adult,1,,2018/06/30 00:00:00,FY 2018
603,R_29uJ792UooctbkR,2017/06/13 13:37:00,1,5,Very Dissatisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
604,R_2A0iMDMblTHF1bA,2017/06/14 16:06:59,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
605,R_2A1jLR3wz3DNwYJ,2016/08/31 21:48:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
606,R_2a9vGI67mM9cims,2016/08/31 13:11:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
607,R_2aaDTaKTu24CVCF,2017/06/22 09:06:00,1,3,Neutral,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
608,R_2ab0KLQUcteQzVV,2018/06/26 09:35:00,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
609,R_2qrTEZA9aMIHx3h,2018/06/26 18:01:00,1,1,Very Satisfied,Adaptive Adult,1,,2018/06/30 00:00:00,FY 2018
610,R_2ctES9QRB6M0c4a,2017/06/18 19:37:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
611,R_2CU2MEB2Fe2DAmV,2017/06/13 21:13:00,1,4,Dissatisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
612,R_2cw2BdiVtdlCZgm,2018/06/26 11:47:00,1,5,Very Dissatisfied,Maniakz Program,1,,2018/06/30 00:00:00,FY 2018
613,R_2Cw613YhTagqlD3,2017/06/13 12:46:59,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
614,R_2CWKJCf6gvSD3Rh,2017/06/14 07:46:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
615,R_2CZh5XzMQlm1UcK,2017/06/13 18:23:00,1,1,Very Satisfied,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
616,R_2D5JdVOaU812jzG,2017/06/13 13:18:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
617,R_2QsSqLxpNUtcf7R,2017/06/13 12:01:00,1,1,Very Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
618,R_2VaQjcDTtqMiryD,2017/06/14 21:26:00,1,2,Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
619,R_2D6aN33N3bs4dAO,2017/06/19 23:42:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
620,R_2D6VJpS9Gmg8J8r,2017/06/28 19:14:00,1,5,Very Dissatisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
621,R_2D8fyXY8g22LDx7,2017/06/15 12:20:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
622,R_2dAQWDPObJlHe7E,2016/09/01 13:25:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
623,R_2dEKygCN7NxMMJe,2016/08/31 10:34:59,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
624,R_2dEWgG4dtkde977,2017/06/13 15:40:59,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
625,R_2dg4v5JsnGiH1Jx,2017/06/13 17:57:00,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
626,R_2dL3BEJDL0kYDZo,2017/06/13 11:28:00,1,2,Satisfied,Music Program,1,,2017/06/30 00:00:00,FY 2017
627,R_2dLs998lh0EQX3C,2017/06/14 15:43:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
628,R_2DMI3R0XjJ6zw1g,2017/06/13 11:52:59,1,1,Very Satisfied,Music Program,1,,2017/06/30 00:00:00,FY 2017
629,R_2dmYbPg8H0JPqnn,2017/06/13 16:28:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
630,R_2dnoHUJWOOwe6E6,2018/06/26 15:27:59,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
631,R_2DOCvhK29mj9vzT,2017/06/13 13:15:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
632,R_2DP1R8lbTMZxFXQ,2017/06/24 23:03:59,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
633,R_2DP3k9j11PbjHwS,2017/06/15 07:38:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
634,R_2dsjr5XaPrcUsgE,2017/06/14 10:15:59,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
635,R_2dsZex1f9puKzXY,2016/08/31 07:47:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
636,R_2dSZvF0WxpDAcSA,2017/06/14 10:21:59,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
637,R_2dtH5s7ZJ0TtPkB,2017/06/13 14:05:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
638,R_2dTnRJpSZK4eIkx,2018/06/26 08:19:00,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
639,R_2VaT2K5vPYXjBc8,2018/06/26 16:49:00,1,2,Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
640,R_2t9dxqit9wyAgkV,2017/06/13 11:23:59,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
641,R_2dWN5xiABsps2pM,2017/06/14 14:47:00,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
642,R_2qt2hViHP5u3o0o,2018/06/26 08:32:59,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
643,R_2VCmyZKmMVEF8gH,2017/06/15 17:41:00,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
644,R_2VfMsbeK5MyL6u7,2017/06/16 20:22:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
645,R_2VHJ24EMcQOThiu,2017/06/13 16:09:00,1,3,Neutral,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
646,R_2vigtclnXIG6r8q,2018/06/26 08:29:59,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
647,R_2vjBYTzXYPgLrCA,2017/06/18 21:29:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
648,R_2VKBKB7eAzJ5UUM,2017/06/13 12:06:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
649,R_2VL68niRoiE2e3k,2017/06/13 11:47:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
650,R_2Vr4fuJhlUb7tLZ,2018/06/26 16:09:59,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
651,R_2VwrrrQiIxFBg65,2018/06/27 09:29:00,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
652,R_2qw9pRyXPGRjqtB,2018/06/27 19:09:59,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
653,R_2DY8RlQV4JolYk5,2017/06/13 12:13:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
654,R_2Vx6xrkvKlNvS2s,2016/08/30 20:41:00,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
655,R_2QWL3VNvJFHfRRs,2017/06/13 12:01:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
656,R_2TAXHkueV6B926m,2017/06/13 12:49:59,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
657,R_2dYjO9sKNT7bzTu,2017/06/20 08:50:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
658,R_2QXm1Gf4VYbyWWk,2017/07/02 08:36:59,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
659,R_2tcfDKWBoxRIu5j,2016/08/30 17:03:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
660,R_2VylQi8I60lxKa4,2017/06/14 14:45:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
661,R_2E11NYZ5SMP35Fg,2017/06/14 07:43:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
662,R_2QYTALqglfVd6zo,2017/06/13 11:23:00,1,3,Neutral,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
663,R_2tcltofKB5KDTTM,2017/06/13 12:04:59,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
664,R_2vYOpIzdl7EOglS,2017/06/14 17:48:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
665,R_2E3FblsXDkBU4Hu,2017/06/13 14:50:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
666,R_2QzBeRGcHsolzjK,2018/06/26 16:20:00,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
667,R_2TEJCO5LMNjuskF,2016/09/01 11:26:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
668,R_2w4EenKU45rsgAY,2017/06/13 17:00:59,1,3,Neutral,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
669,R_2w69oI1pe0E2cLM,2017/06/13 12:01:59,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
670,R_2WAacalFAuGG47m,2017/06/13 15:40:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
671,R_2wbDg7FjYMW4V6s,2016/08/31 13:09:00,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
672,R_2wBN7Y20Pw2IkLG,2018/06/26 09:24:00,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
673,R_2wBQ2JifKifWQem,2017/06/13 21:56:59,1,3,Neutral,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
674,R_2wcs0eaZOhVcPxe,2018/06/26 13:36:00,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
675,R_2wEmYUlWerUaAzH,2017/06/21 19:43:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
676,R_2wFd80EE10YNBL6,2017/06/14 12:56:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
677,R_2WGVnEPKIGHk4Md,2017/06/14 20:36:59,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
678,R_2wH1HlouHTOMISw,2017/06/13 14:03:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
679,R_2wHUkwNVH8MfqhC,2017/06/14 05:21:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
680,R_2WImVZzA3NJxHa5,2018/06/29 21:20:59,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
681,R_2wj10WcNpwmfgRq,2017/06/13 14:29:59,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
682,R_2wLxb4EUat3Li34,2017/06/13 13:08:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
683,R_2wNqB35K3OoKFVw,2017/06/14 15:17:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
684,R_2WPyDMWd5Q3G386,2017/06/13 13:02:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
685,R_2WTKreGIwdU9I6b,2017/06/13 11:55:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
686,R_2wtYbu9P3bh287t,2017/06/13 12:32:00,1,3,Neutral,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
687,R_2wu8lm7ptk1rZgw,2017/06/19 06:04:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
688,R_2wuyGMQvACNOh2i,2018/06/30 09:56:59,1,1,Very Satisfied,Adaptive Youth,1,,2018/06/30 00:00:00,FY 2018
689,R_2WVeumHordIv03J,2017/06/13 11:52:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
690,R_2WxmxCvFpHe47y5,2018/06/27 12:56:00,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
691,R_2WYbuWoYdmx7pdU,2016/08/30 16:47:59,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
692,R_2WZJXZnhmq30afu,2017/06/13 15:27:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
693,R_2X1fVefP4Jvuocz,2017/06/13 19:41:59,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
694,R_2X1hgJpwyMi76uk,2018/06/26 12:08:59,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
695,R_2X4BDDnjDibPXj0,2017/06/13 14:51:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
696,R_2X5Itu7TvTi8S9u,2017/06/13 14:22:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
697,R_2X6W5x4nfClK62K,2017/06/13 11:45:00,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
698,R_2XbxsrkZDA3zcPY,2017/06/13 12:04:59,1,4,Dissatisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
699,R_2xCS2QE8J7BEQoX,2016/08/30 18:30:59,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
700,R_2XdMMbT1MqJfFVV,2018/06/26 09:11:59,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
701,R_2xEp9DTHR7tQmIH,2017/06/14 17:31:00,1,4,Dissatisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
702,R_2Xj6dbFtwifsxcZ,2018/06/26 19:54:59,1,5,Very Dissatisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
703,R_2xLbz2cBMnC9rJ7,2017/06/13 12:36:00,1,1,Very Satisfied,Music Program,1,,2017/06/30 00:00:00,FY 2017
704,R_2E6mtvZTAWogxTk,2017/06/14 04:44:00,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
705,R_2eai5A4jrxtbYrV,2017/06/14 10:21:59,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
706,R_2R2srWm0V8VH5On,2018/06/26 23:26:59,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
707,R_2ebwtTqdix46P9E,2018/06/27 20:54:00,1,1,Very Satisfied,Dance Class,1,,2018/06/30 00:00:00,FY 2018
708,R_2R3PnvlTtF2IEYd,2016/08/31 14:00:00,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
709,R_2Ec66kUOGxxnCl6,2017/06/13 13:57:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
710,R_2R8Pbu2rA9PL2ld,2017/06/13 11:26:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
711,R_2EcwszwWNu1qyfM,2017/06/16 07:22:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
712,R_2rAflWID3DyP44W,2017/06/13 12:19:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
713,R_2EGproAgw9BdNRQ,2018/06/26 09:04:00,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
714,R_2TEQNzJpjnOGOML,2018/06/27 07:47:59,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
715,R_2rCrBuU7zNVvvlP,2017/06/14 09:43:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
716,R_2EH2qidqkw1IhwQ,2017/06/15 09:24:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
717,R_2rG7RtlHBNNCcFF,2017/06/13 12:36:59,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
718,R_2tEuk5ydIHKUqdP,2018/06/26 09:17:59,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
719,R_2rGzIWsaeeqFLXS,2018/06/26 13:51:59,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
720,R_2EHa5zX6g8bcpjm,2016/09/05 13:08:00,1,28,Fair,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
721,R_2tFP0m1kViuEEbv,2017/06/13 16:34:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
722,R_2rqL234HxKLxTKh,2018/06/26 08:34:00,1,1,Very Satisfied,Adaptive Adult,1,,2018/06/30 00:00:00,FY 2018
723,R_2EHmYLAqr1m9AHS,2017/06/13 11:21:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
724,R_2tfYYSBb9LL6Hr2,2017/06/13 12:32:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
725,R_2rudeuw1lumji7C,2017/06/13 11:36:59,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
726,R_2Eo9Y9f5pg6BFq8,2016/08/30 17:25:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
727,R_2ti03cZdBFOEecv,2017/06/13 11:48:00,1,2,Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
728,R_2rUeodaolQrUrCk,2016/08/30 22:41:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
729,R_2EoAch0ct3sf8J5,2018/06/26 17:13:59,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
730,R_2TIg5xB6vyGFHQ6,2017/06/13 17:13:00,1,2,Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
731,R_2ruWoYWSDcwSHJx,2017/06/13 13:57:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
732,R_2EoXzCDU7RAuSoa,2017/06/13 11:23:00,1,3,Neutral,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
733,R_2tKAwWLmPdBiKAR,2017/06/13 11:51:00,1,3,Neutral,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
734,R_2RVcPFwbhY6isyj,2017/06/13 20:44:00,1,5,Very Dissatisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
735,R_2eQK0NmpGjW2CtX,2018/06/26 09:10:00,1,1,Very Satisfied,Dance Class,1,,2018/06/30 00:00:00,FY 2018
736,R_2rvjIpVhViznSVx,2017/06/13 11:58:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
737,R_2eRzc2IbazDteNd,2017/06/13 11:50:00,1,2,Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
738,R_2tLkUS6sT54e4g8,2017/06/13 19:37:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
739,R_2rVLxqk8XOtMwVc,2017/06/15 01:44:59,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
740,R_2RWTKnJyVEOpivz,2017/06/13 11:21:00,1,1,Very Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
741,R_2s1tI1yUlNFgowJ,2017/06/14 19:28:59,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
742,R_2S3kkzsqk9oif3q,2018/06/29 10:14:00,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
743,R_2s4NYHP9uBHmHct,2017/06/13 21:27:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
744,R_2s4SbYsSTNT3nzq,2017/06/13 12:49:59,1,4,Dissatisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
745,R_2S6pFNthnvduBNK,2017/06/15 20:48:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
746,R_2S6z5fe0hGQ7w05,2017/06/13 14:45:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
747,R_2s7HnmHvjOwToBo,2017/06/14 09:53:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
748,R_2S7u2M7hHgQ2YCm,2017/07/04 17:41:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
749,R_2S7y4ZqS9jeKgng,2017/06/14 07:46:00,1,1,Very Satisfied,Music Program,1,,2017/06/30 00:00:00,FY 2017
750,R_2S9bsBlcZlA8HeE,2018/07/02 16:54:59,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
751,R_2SAC8sUrZVZ0BTT,2017/06/18 08:58:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
752,R_2SAkhQ0AQK2p4bq,2016/08/30 21:43:59,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
753,R_2sbvLGK5rXMYMla,2018/06/30 15:56:00,1,2,Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
754,R_2Sc2tv97eZ8i5dA,2017/06/13 12:59:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
755,R_2SDIKS2xyvtfTGm,2018/06/26 12:17:59,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
